..\results\SenseSend100/SenseSend100_1		2.12		0.11299090909090866
..\results\SenseSend100/SenseSend100_2		2.07		0.10958181818181782
..\results\SenseSend100/SenseSend100_3		2.065		0.11078181818181775
..\results\SenseSend100/SenseSend100_4		2.1		0.1107818181818177
..\results\SenseSend100/SenseSend100_5		2.065		0.10870909090909049
..\results\SenseSend100/SenseSend100_6		2.105		0.10900909090909039
..\results\SenseSend100/SenseSend100_7		2.095		0.11249999999999946
..\results\SenseSend100/SenseSend100_8		2.06		0.10832727272727216
..\results\SenseSend100/SenseSend100_9		2.08		0.10898181818181776
..\results\SenseSend100/SenseSend100_10		2.075		0.1118727272727268
..\results\SenseSend100/SenseSend100_11		2.125		0.11593636363636324
..\results\SenseSend100/SenseSend100_12		2.07		0.11105454545454498
..\results\SenseSend100/SenseSend100_13		2.095		0.1085454545454541
..\results\SenseSend100/SenseSend100_14		2.055		0.10849090909090865
..\results\SenseSend100/SenseSend100_15		2.13		0.11108181818181768
..\results\SenseSend100/SenseSend100_16		2.035		0.10925454545454502
..\results\SenseSend100/SenseSend100_17		2.1		0.11435454545454499
..\results\SenseSend100/SenseSend100_18		2.085		0.11067272727272684
..\results\SenseSend100/SenseSend100_19		2.075		0.11061818181818146
..\results\SenseSend100/SenseSend100_20		2.055		0.11007272727272682
..\results\SenseSend100/SenseSend100_21		2.09		0.11214545454545399
..\results\SenseSend100/SenseSend100_22		2.1		0.10821818181818134
..\results\SenseSend100/SenseSend100_23		2.08		0.11069999999999958
..\results\SenseSend100/SenseSend100_24		2.06		0.10917272727272687
..\results\SenseSend100/SenseSend100_25		2.08		0.1100727272727269
..\results\SenseSend100/SenseSend100_26		2.055		0.10881818181818138
..\results\SenseSend100/SenseSend100_27		2.095		0.11318181818181779
..\results\SenseSend100/SenseSend100_28		2.065		0.10898181818181767
..\results\SenseSend100/SenseSend100_29		2.08		0.11214545454545398
..\results\SenseSend100/SenseSend100_30		2.075		0.10969090909090864
..\results\SenseSend100/SenseSend100_31		2.095		0.11176363636363591
..\results\SenseSend100/SenseSend100_32		2.14		0.11473636363636311
..\results\SenseSend100/SenseSend100_33		2.075		0.10999090909090864
..\results\SenseSend100/SenseSend100_34		2.1		0.10949999999999956
..\results\SenseSend100/SenseSend100_35		2.125		0.11127272727272677
..\results\SenseSend100/SenseSend100_36		2.075		0.11146363636363589
..\results\SenseSend100/SenseSend100_37		2.12		0.11206363636363594
..\results\SenseSend100/SenseSend100_38		2.09		0.10767272727272685
..\results\SenseSend100/SenseSend100_39		2.075		0.11034545454545404
..\results\SenseSend100/SenseSend100_40		2.06		0.10873636363636316
..\results\SenseSend100/SenseSend100_41		2.04		0.11113636363636316
..\results\SenseSend100/SenseSend100_42		2.07		0.10737272727272675
..\results\SenseSend100/SenseSend100_43		2.05		0.10947272727272682
..\results\SenseSend100/SenseSend100_44		2.075		0.10911818181818136
..\results\SenseSend100/SenseSend100_45		2.08		0.10824545454545399
..\results\SenseSend100/SenseSend100_46		2.09		0.11029090909090866
..\results\SenseSend100/SenseSend100_47		2.055		0.10849090909090861
..\results\SenseSend100/SenseSend100_48		2.055		0.10988181818181773
..\results\SenseSend100/SenseSend100_49		2.06		0.1112727272727269
..\results\SenseSend100/SenseSend100_50		2.085		0.11233636363636318
..\results\SenseSend100/SenseSend100_51		2.08		0.11083636363636307
..\results\SenseSend100/SenseSend100_52		2.07		0.10990909090909054
..\results\SenseSend100/SenseSend100_53		2.14		0.1126909090909085
..\results\SenseSend100/SenseSend100_54		2.095		0.11339999999999956
..\results\SenseSend100/SenseSend100_55		2.085		0.11170909090909047
..\results\SenseSend100/SenseSend100_56		2.115		0.1145727272727268
..\results\SenseSend100/SenseSend100_57		2.085		0.1133727272727268
..\results\SenseSend100/SenseSend100_58		2.075		0.11179090909090869
..\results\SenseSend100/SenseSend100_59		2.04		0.10709999999999958
..\results\SenseSend100/SenseSend100_60		2.12		0.11108181818181766
..\results\SenseSend100/SenseSend100_61		2.085		0.10979999999999962
..\results\SenseSend100/SenseSend100_62		2.1		0.11042727272727228
..\results\SenseSend100/SenseSend100_63		2.1		0.1102909090909086
..\results\SenseSend100/SenseSend100_64		2.115		0.11247272727272674
..\results\SenseSend100/SenseSend100_65		2.075		0.11110909090909037
..\results\SenseSend100/SenseSend100_66		2.08		0.10895454545454494
..\results\SenseSend100/SenseSend100_67		2.12		0.1126636363636359
..\results\SenseSend100/SenseSend100_68		2.095		0.11168181818181777
..\results\SenseSend100/SenseSend100_69		2.075		0.11026363636363586
..\results\SenseSend100/SenseSend100_70		2.115		0.11301818181818137
..\results\SenseSend100/SenseSend100_71		2.1		0.11187272727272687
..\results\SenseSend100/SenseSend100_72		2.075		0.10873636363636328
..\results\SenseSend100/SenseSend100_73		2.075		0.11102727272727216
..\results\SenseSend100/SenseSend100_74		2.085		0.1099090909090904
..\results\SenseSend100/SenseSend100_75		2.06		0.11009999999999959
..\results\SenseSend100/SenseSend100_76		2.1		0.11045454545454501
..\results\SenseSend100/SenseSend100_77		2.09		0.11037272727272678
..\results\SenseSend100/SenseSend100_78		2.055		0.1112454545454542
..\results\SenseSend100/SenseSend100_79		2.05		0.10922727272727226
..\results\SenseSend100/SenseSend100_80		2.08		0.11446363636363599
..\results\SenseSend100/SenseSend100_81		2.07		0.1108636363636361
..\results\SenseSend100/SenseSend100_82		2.16		0.11784545454545416
..\results\SenseSend100/SenseSend100_83		2.1		0.10889999999999947
..\results\SenseSend100/SenseSend100_84		2.09		0.1135090909090903
..\results\SenseSend100/SenseSend100_85		2.06		0.11026363636363588
..\results\SenseSend100/SenseSend100_86		2.04		0.10843636363636322
..\results\SenseSend100/SenseSend100_87		2.035		0.10835454545454495
..\results\SenseSend100/SenseSend100_88		2.12		0.10982727272727233
..\results\SenseSend100/SenseSend100_89		2.065		0.10909090909090867
..\results\SenseSend100/SenseSend100_90		2.125		0.11217272727272676
..\results\SenseSend100/SenseSend100_91		2.11		0.11249999999999957
..\results\SenseSend100/SenseSend100_92		2.15		0.11446363636363593
..\results\SenseSend100/SenseSend100_93		2.085		0.11176363636363593
..\results\SenseSend100/SenseSend100_94		2.13		0.11323636363636312
..\results\SenseSend100/SenseSend100_95		2.0300000000000002		0.10718181818181774
..\results\SenseSend100/SenseSend100_96		2.1		0.11045454545454503
..\results\SenseSend100/SenseSend100_97		2.08		0.10895454545454511
..\results\SenseSend100/SenseSend100_98		2.085		0.10900909090909036
..\results\SenseSend100/SenseSend100_99		2.13		0.11470909090909046
..\results\SenseSend100/SenseSend100_100		2.05		0.10851818181818139
