..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_1		1.044		0.05421818181818159
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_2		1.062		0.055243636363636245
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_3		1.02		0.052527272727272534
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_4		1.05		0.05297454545454524
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_5		1.024		0.0514145454545453
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_6		0.996		0.05041090909090886
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_7		1.052		0.05493818181818165
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_8		0.988		0.04991999999999977
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_9		1.042		0.05226545454545437
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_10		1.064		0.05482909090909075
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_11		1.008		0.05137090909090892
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_12		1.024		0.05351999999999985
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_13		0.996		0.0508036363636362
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_14		1.022		0.051916363636363386
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_15		1.022		0.05166545454545434
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_16		0.996		0.05079272727272708
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_17		1.04		0.05282181818181799
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_18		1.018		0.05236363636363612
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_19		1.008		0.05073818181818168
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_20		1.016		0.05105454545454524
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_21		1.048		0.05361818181818166
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_22		0.988		0.04878545454545437
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_23		1.096		0.054861818181818026
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_24		1.04		0.05336727272727255
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_25		1.026		0.05310545454545441
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_26		1.02		0.052374545454545236
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_27		1.036		0.05198181818181796
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_28		1.0		0.05161090909090882
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_29		0.974		0.05012727272727252
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_30		1.034		0.05260363636363616
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_31		1.018		0.05154545454545432
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_32		1.018		0.05222181818181796
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_33		1.034		0.05375999999999981
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_34		1.03		0.05169818181818162
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_35		1.086		0.05597454545454529
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_36		1.04		0.05334545454545444
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_37		0.992		0.051556363636363414
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_38		1.044		0.05525454545454525
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_39		1.06		0.054349090909090736
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_40		1.024		0.0533781818181816
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_41		1.048		0.05372727272727257
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_42		0.984		0.05029090909090885
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_43		1.032		0.052930909090908855
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_44		1.03		0.053650909090908874
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_45		1.014		0.051970909090908915
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_46		1.022		0.05294181818181803
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_47		1.072		0.05554909090909078
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_48		1.096		0.055101818181818044
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_49		0.97		0.04879636363636347
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_50		1.016		0.05147999999999981
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_51		0.988		0.05056363636363621
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_52		1.018		0.05278909090909077
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_53		1.014		0.05122909090909075
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_54		0.998		0.05193818181818162
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_55		1.014		0.052538181818181616
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_56		1.03		0.053989090909090716
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_57		1.024		0.053149090909090715
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_58		1.068		0.05487272727272713
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_59		0.99		0.050934545454545274
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_60		1.024		0.050367272727272525
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_61		1.016		0.05163272727272708
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_62		0.984		0.049614545454545286
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_63		1.034		0.05281090909090888
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_64		0.974		0.049647272727272526
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_65		1.028		0.05177454545454529
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_66		1.016		0.05095636363636344
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_67		1.03		0.05109818181818161
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_68		1.062		0.05478545454545436
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_69		1.09		0.05507999999999979
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_70		1.028		0.05294181818181795
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_71		1.024		0.05334545454545439
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_72		1.066		0.05514545454545432
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_73		1.002		0.051774545454545254
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_74		1.018		0.05273454545454528
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_75		1.042		0.05311636363636346
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_76		0.992		0.04989818181818162
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_77		1.016		0.0523745454545453
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_78		1.074		0.054785454545454366
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_79		1.014		0.05174181818181797
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_80		1.05		0.053781818181817986
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_81		0.9560000000000001		0.048861818181818006
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_82		1.02		0.05178545454545433
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_83		0.996		0.049887272727272544
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_84		1.038		0.051796363636363474
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_85		1.022		0.05325818181818162
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_86		1.03		0.05186181818181799
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_87		1.028		0.053127272727272516
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_88		0.982		0.05078181818181793
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_89		1.026		0.05273454545454525
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_90		1.044		0.05346545454545447
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_91		1.04		0.0529527272727271
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_92		1.036		0.05291999999999975
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_93		1.034		0.0531490909090907
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_94		1.036		0.052821818181817956
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_95		1.006		0.05131636363636344
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_96		1.004		0.05049818181818163
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_97		1.024		0.051130909090908915
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_98		1.06		0.05393454545454523
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_99		1.044		0.05209090909090888
..\results\SenseSend100WithOutVM2/SenseSend100WithOutVM2_100		1.04		0.05266909090909073
