..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_1		1.012		0.052581818181817945
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_2		1.034		0.05264727272727244
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_3		1.044		0.05346545454545431
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_4		0.996		0.05142545454545439
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_5		1.01		0.05182909090909072
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_6		1.024		0.051436363636363475
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_7		1.022		0.05358545454545438
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_8		1.032		0.05413090909090891
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_9		1.022		0.053879999999999754
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_10		1.008		0.05143636363636346
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_11		1.028		0.05348727272727254
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_12		1.012		0.05187272727272709
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_13		1.002		0.0513490909090907
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_14		1.028		0.051621818181818
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_15		1.018		0.051458181818181674
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_16		0.99		0.04983272727272707
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_17		1.03		0.05365090909090891
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_18		1.056		0.05251636363636342
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_19		0.974		0.049669090909090725
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_20		1.01		0.051741818181818014
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_21		1.026		0.052789090909090716
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_22		0.972		0.04942909090909068
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_23		0.988		0.050192727272727104
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_24		0.974		0.05034545454545437
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_25		1.09		0.05747999999999983
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_26		0.988		0.051469090909090714
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_27		1.018		0.05137090909090895
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_28		1.024		0.052189090909090755
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_29		1.014		0.05222181818181799
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_30		0.978		0.04982181818181801
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_31		1.038		0.05347636363636342
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_32		0.984		0.04979999999999981
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_33		1.022		0.0526690909090907
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_34		1.036		0.053836363636363446
..\results\SenseSend100WithOutVM/SenseSend100WithOutVM_35		1.02		0.053072727272727035
